site,year,block,plot,pd,pd_fac,rate,sample_date_standcounts,seedling_n,sample_date_groundcover,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sample_date_anthesis,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,rye_kg,weed_kg,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,rate.r
VT,2023,3,308,9/19/22,1.5,50,10/4/22,38,4/6/23,na,na,na,66.12,5/30/23,na,na,na,344.08,0,-1,13763.2,0,825.81,1592.58,5.85,6.71,38,3.34,60
VT,2023,3,314,9/24/22,2,50,10/10/22,40,4/6/23,na,na,na,54.85,5/30/23,na,na,na,271.53,0,-1,10861.2,0,743.41,1510.18,14.9,6.96,43,3.74,60
VT,2023,3,324,10/3/22,2.5,50,10/20/22,32,4/6/23,na,na,na,24.71,5/30/23,na,na,na,134.43,0,-1,5377.2,0,617.1164091,1383.892789,26.95,6.49,54,3.38,60
VT,2023,4,405,9/12/22,1,50,9/29/22,36,4/6/23,na,na,na,90.6,5/30/23,na,na,na,273.3,0,-1,10932,0,978.71,1745.48,38.4,6.71,54,4.04,60
VT,2023,4,414,9/24/22,2,50,10/10/22,37,4/6/23,na,na,na,73.7,5/30/23,na,na,na,432.89,0,-1,17315.6,0,743.41,1510.18,14.9,6.96,43,3.74,60
VT,2023,4,422,10/3/22,2.5,50,10/20/22,54,4/6/23,na,na,na,69.92,5/30/23,na,na,na,328.52,0,-1,13140.8,0,617.1164091,1383.892789,26.95,6.49,54,3.38,60
VT,2023,4,428,10/10/22,3,50,10/27/22,45,4/6/23,na,na,na,40.22,5/30/23,na,na,na,317.11,0,-1,12684.4,0,542.92,1309.70,42.7,6.13,66,3.75,60
BARC,2022,1,104,oct4,1,60,10/19/21,39,3/8/22,VERPG,LAMAM,VICVI,73.92,5/11/22,VICVI,ANTCO,VIOAR,186.5,20.8,-0.806150979,7460,832,1327.16,2138.35,13.901,6.58,63,2.38,60
BARC,2022,3,309,oct4,1,60,10/19/21,41,3/8/22,LAMAM,STEME,VERPG,68.17,5/11/22,VICVI,STEME,VIOAR,194.7,11.1,-0.901856764,7788,444,1327.16,2138.35,13.901,6.58,63,2.38,60
BARC,2022,2,216,oct4,1,60,10/19/21,38,3/8/22,STEME,LAMAM,na,68.01,5/11/22,STEME,CARHI,na,235.4,0.57,-0.992389853,9416,22.8,1327.16,2138.35,13.901,6.58,63,2.38,60
BARC,2022,1,109,oct21,2,60,11/6/21,57,3/8/22,VICVI,LAMAM,VERPG,69.96,5/11/22,VICVI,VERPG,VIOAR,124.1,16.8,-0.712328767,4964,672,880.43,1691.62,25.0335,6.53,56,2.38,60
BARC,2022,2,201,oct21,2,60,11/6/21,51,3/8/22,unknown,STEME,na,88.67,5/11/22,STEME,CARHI,na,281.2,4.87,-0.919237148,11248,194.8,880.43,1691.62,25.0335,6.53,56,2.38,60
BARC,2022,3,314,oct21,2,60,11/6/21,47,3/8/22,VERPG,LAMAM,STEME,90.88,5/11/22,VICVI,POATR,STEME,205.2,6.17,-0.930518018,8208,246.8,880.43,1691.62,25.0335,6.53,56,2.38,60
BARC,2022,1,118,nov10,3,60,12/3/21,29,3/8/22,LAMAM,VICVI,VIOAR,49.92,5/11/22,VICVI,ANTCO,VIOAR,111.4,58.3,-0.128550075,4456,2332,594.16,1405.35,10.971,6.91,76,1.52,60
BARC,2022,2,212,nov10,3,60,12/3/21,14,3/8/22,LAMAM,VERPG,unknown,20.93,5/11/22,STEME,THLAR,VERPG,158.7,12,-0.523809524,6348,480,594.16,1405.35,10.971,6.91,76,1.52,60
BARC,2022,3,306,nov10,3,60,12/3/21,22,3/8/22,LAMAM,VERPG,STEME,58.86,5/11/22,VICVI,CAPBP,VERPG,62.7,29.3,-0.80322364,2508,1172,594.16,1405.35,10.971,6.91,76,1.52,60
DE,2022,1,101,10/13/22,1,60,11/10/21,37,3/29/22,ERPVE,LAMAM,STEME,24.04,5/12/22,na,na,na,98.4,na,na,3936,na,1369.683519,2006.690112,na,na,na,na,60
DE,2022,2,219,10/13/22,1,60,11/10/21,43,3/29/22,ERPVE,LAMAM,STEME,29.75,5/12/22,na,na,na,94,na,na,3760,na,1369.683519,2006.690112,na,na,na,na,60
DE,2022,3,318,10/13/22,1,60,11/10/21,29,3/29/22,ERPVE,LAMAM,STEME,44.31,5/12/22,na,na,na,128,na,na,5120,na,1369.683519,2006.690112,na,na,na,na,60
DE,2022,4,420,10/13/22,1,60,11/10/21,29,3/29/22,ERPVE,STEME,LAMAM,23.03,5/12/22,na,na,na,70.4,na,na,2816,na,1369.683519,2006.690112,na,na,na,na,60
DE,2022,1,118,11/2/22,2,60,12/2/21,40,3/29/22,ERPVE,LAMAM,HLOUM,28.63,5/12/22,na,na,na,104,na,na,4160,na,948.4335185,1585.440112,na,na,na,na,60
DE,2022,2,206,11/2/22,2,60,12/2/21,31,3/29/22,ERPVE,LAMAM,POAAN,16.24,5/12/22,na,na,na,49,na,na,1960,na,948.4335185,1585.440112,na,na,na,na,60
DE,2022,3,307,11/2/22,2,60,12/2/21,26,3/29/22,ERPVE,LAMAM,na,19.41,5/12/22,na,na,na,61,na,na,2440,na,948.4335185,1585.440112,na,na,na,na,60
DE,2022,4,405,11/2/22,2,60,12/2/21,35,3/29/22,ERPVE,LAMAM,STEME,15.41,5/12/22,na,na,na,60.8,na,na,2432,na,948.4335185,1585.440112,na,na,na,na,60
DE,2022,1,110,11/17/22,3,60,12/13/21,40,3/29/22,ERPVE,LAMAM,OEOLA,19.38,5/12/22,na,na,na,50,na,na,2000,na,813.6461547,1450.652748,na,na,na,na,60
DE,2022,2,211,11/17/22,3,60,12/13/21,56,3/29/22,ERPVE,LAMAM,POAAN,16.63,5/12/22,na,na,na,28.4,na,na,1136,na,813.6461547,1450.652748,na,na,na,na,60
DE,2022,3,313,11/17/22,3,60,12/13/21,33,3/29/22,ERPVE,LAMAM,na,20.82,5/12/22,na,na,na,61.4,na,na,2456,na,813.6461547,1450.652748,na,na,na,na,60
DE,2022,4,414,11/17/22,3,60,12/13/21,34,3/29/22,ERPVE,LAMAM,STEME,12.01,5/12/22,na,na,na,32,na,na,1280,na,813.6461547,1450.652748,na,na,na,na,60
MA,2022,1,103,9/21/2022,1,60,na,22,na,na,na,na,na,5/25/22,na,na,na,91.55,0,-1,3662,0,na,1914.79,13.058,6.62,499,2.69,60
MA,2022,2,211,9/21/2022,1,60,na,22,na,na,na,na,na,5/25/22,na,na,na,151.8,0,-1,6072,0,na,1914.79,13.058,6.62,499,2.69,60
MA,2022,3,326,9/21/2022,1,60,na,26,na,na,na,na,na,5/25/22,na,na,na,258,0,-1,10320,0,na,1914.79,13.058,6.62,499,2.69,60
MA,2022,1,126,10/06/2022,2,60,na,40,na,na,na,na,na,5/25/22,na,na,na,182.8,0,-1,7312,0,na,1595.04,7.9085,6.8,478,1.68,60
MA,2022,2,202,10/06/2022,2,60,na,35,na,na,na,na,na,5/25/22,na,na,na,117.05,0,-1,4682,0,na,1595.04,7.9085,6.8,478,1.68,60
MA,2022,3,312,10/06/2022,2,60,na,52,na,na,na,na,na,5/25/22,na,na,na,139.05,0,-1,5562,0,na,1595.04,7.9085,6.8,478,1.68,60
MA,2022,1,116,11/01/2022,3,60,11/26/21,38,na,na,na,na,na,5/25/22,na,na,na,79.95,0,-1,3198,0,na,1149.91,6.256,6.77,489,2.18,60
MA,2022,2,221,11/01/2022,3,60,11/26/21,40,na,na,na,na,na,5/25/22,na,na,na,66.95,0,-1,2678,0,na,1149.91,6.256,6.77,489,2.18,60
MA,2022,3,304,11/01/2022,3,60,11/26/21,36,na,na,na,na,na,5/25/22,na,na,na,82.9,0,-1,3316,0,na,1149.91,6.256,6.77,489,2.18,60
NY,2022,2,2.6,9/30/2022,1,60,10/21/21,26,5/9/22,TRFRE,grass,na,50.87,5/31/22,TRFRE,GALAP,grass,131.5,20.4,-0.431754875,5260,816,1087.83,1607.62,48.324,5.16,39,3.87,60
NY,2022,3,5.8,9/30/2022,1,60,10/21/21,36,5/9/22,TAROF,ANTAR,dock,61.54,5/31/22,TAROF,dock,ANTAR,118.3,24.4,-0.683937824,4732,976,1087.83,1607.62,48.324,5.16,39,3.87,60
NY,2022,1,5.2,9/30/2022,1,60,10/21/21,9,5/9/22,grass,ANTAR,na,8.98,5/31/22,grass,ANTAR,na,38.8,10.6,-0.71957672,1552,424,1087.83,1607.62,48.324,5.16,39,3.87,60
NY,2022,2,2.5,10/21/2022,2,60,11/16/21,52,5/9/22,na,na,na,26.35,5/31/22,TRFRE,CIRAR,grass,83.5,4.9,-0.169491525,3340,196,691.5178995,1211.304381,28.6895,5.38,37,4.51,60
NY,2022,3,2.7,10/21/2022,2,60,11/16/21,54,5/9/22,CIRAR,grass,na,26.93,5/31/22,CIRAR,grass,na,77.3,4.8,-0.582608696,3092,192,691.5178995,1211.304381,28.6895,5.38,37,4.51,60
NY,2022,1,5.3,10/21/2022,2,60,11/16/21,41,5/9/22,grass 1 ,na,na,26.64,5/31/22,grass,na,na,93.2,4.8,-0.714285714,3728,192,691.5178995,1211.304381,28.6895,5.38,37,4.51,60
NY,2022,2,5.4,11/04/2022,3,60,12/3/21,10,5/9/22,BARVU,TAROF,grass,32.32,5/31/22,na,na,na,35.9,na,na,1436,na,565.5997575,1085.386239,31.193,5.26,48,4.62,60
NY,2022,3,2.9,11/04/2022,3,60,12/3/21,7,5/9/22,TAROF,SOOCA,na,29.33,5/31/22,TAROF,SOOCA,GALAP,77.4,15.6,-0.294117647,3096,624,565.5997575,1085.386239,31.193,5.26,48,4.62,60
NY,2022,1,1.1,11/04/2022,3,60,12/3/21,13,5/9/22,grass 1 ,grass 2,na,27.33,5/31/22,grass,CHEAL,na,73.3,0,-1,2932,0,565.5997575,1085.386239,31.193,5.26,48,4.62,60
PA,2022,3,311,10/07/2022,1,60,10/28/21,52,4/11/22,THLAR,VIOAR,GERPU,28.66,10/26/22,GERPU,CERVU,VIOAR,95.3,11.8,-0.438095238,3812,472,869.27,1566.61,12.8875,5.74,20,2.39,60
PA,2022,1,115,10/07/2022,1,60,10/28/21,39,4/11/22,THLAR,VERAR,CERVU,37.56,10/26/22,LEPCA,CCTLA,VERAR,137.9,1.935,-0.861785714,5516,77.4,869.27,1566.61,12.8875,5.74,20,2.39,60
PA,2022,2,209,10/07/2022,1,60,10/28/21,70,4/11/22,THLAR,VERAR,CARHI,51.03,10/26/22,CERVU,SETFA,na,168.4,0.015,-0.998584906,6736,0.6,869.27,1566.61,12.8875,5.74,20,2.39,60
PA,2022,1,105,10/22/2022,2,60,11/11/21,48,4/11/22,THLAR,CARHI,na,29.25,10/26/22,LEPCA,CARHI,na,125.8,0.883,-0.886794872,5032,35.32,744.21,1424.26,19.774,5.51,21,2.18,60
PA,2022,3,314,10/22/2022,2,60,11/11/21,73,4/11/22,VIOAR,na,na,17.49,10/26/22,VIOAR,SETFA,na,95.1,0.081,-0.949375,3804,3.24,744.21,1424.26,19.774,5.51,21,2.18,60
PA,2022,2,214,10/22/2022,2,60,11/11/21,52,4/11/22,na,na,na,13.32,10/26/22,SETFA,VIOAR,na,70.8,0.108,-0.96,2832,4.32,744.21,1424.26,19.774,5.51,21,2.18,60
PA,2022,2,206,11/01/2022,3,60,12/16/21,29,4/11/22,VERSE,na,na,6.25,10/26/22,VERAR,na,na,92.8,0.294,-0.9412,3712,11.76,497.57,1160.31,8.8115,5.44,25,2.29,60
PA,2022,1,110,11/01/2022,3,60,12/16/21,26,4/11/22,na,na,na,3.77,10/26/22,SETFA,VERAR,VIOAR,76.3,0.18,-0.982692308,3052,7.2,497.57,1160.31,8.8115,5.44,25,2.29,60
PA,2022,3,304,11/01/2022,3,60,12/16/21,29,4/11/22,na,na,na,4.57,10/26/22,SETFA,na,na,78,0,-1,3120,0,497.57,1160.31,8.8115,5.44,25,2.29,60
VT,2022,2,205,9/20/22,1,60,10/5/21,42,4/5/22,STEME,na,na,31.78,5/20/22,MELAL,na,na,116.3,4.15,-0.820579334,4652,166,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,1,103,9/20/22,1,60,10/5/21,47,4/5/22,STEME,TAROF,na,52.2,5/20/22,MELAL,STEME,na,187.82,4.52,-0.917638484,7512.8,180.8,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,3,302,9/20/22,1,60,10/5/21,58,4/5/22,na,na,na,35.31,5/20/22,TRFPR,na,na,149.86,0,-1,5994.4,0,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,4,406,9/20/22,1,60,10/5/21,50,4/5/22,na,na,na,48.58,5/20/22,na,na,na,243.23,0,-1,9729.2,0,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,2,210,9/29/22,1.5,60,10/12/21,36,4/5/22,na,na,na,28.12,5/20/22,CIRVU,na,na,117.2677979,1.83,-0.851461039,4690.711916,73.2,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,1,107,9/29/22,1.5,60,10/12/21,33,4/5/22,STEME,na,na,36.88,5/20/22,STEME,na,na,160.8530166,6.33,-0.854080221,6434.120664,253.2,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,3,311,9/29/22,1.5,60,10/12/21,44,4/5/22,na,na,na,35.85,5/20/22,CERVU,na,na,136.4688537,0.49,-0.945736434,5458.754148,19.6,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,4,409,9/29/22,1.5,60,10/12/21,40,4/5/22,na,na,na,41.34,5/20/22,na,na,na,139.7082956,0,-1,5588.331824,0,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,4,413,10/7/22,2,60,10/14/21,31,4/5/22,PLALA,na,na,26.97,5/20/22,PLAMA,bindweed,na,86.71,0.4,-0.611650485,3468.4,16,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,3,318,10/7/22,2,60,10/14/21,34,4/5/22,na,na,na,22.33,5/20/22,bindweed,na,na,108.39,0.32,-0.849765258,4335.6,12.8,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,2,218,10/7/22,2,60,10/14/21,39,4/5/22,na,na,na,28.37,5/20/22,STEME,na,na,161.14,0.26,-0.97826087,6445.6,10.4,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,1,116,10/7/22,2,60,10/14/21,32,4/5/22,na,na,na,31.45,5/20/22,STEME,na,na,171.07,0.12,-0.979452055,6842.8,4.8,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,1,119,10/13/22,2.5,60,11/3/21,41,4/5/22,PLALA,na,na,9.6,5/20/22,CAPBP,bindweed,STEME,77.08709677,0.75,-0.922360248,3083.483871,30,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,3,320,10/13/22,2.5,60,11/3/21,45,4/5/22,brassica,na,na,12.72,5/20/22,bindweed,na,na,93.52096774,0.29,-0.958273381,3740.83871,11.6,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,2,220,10/13/22,2.5,60,11/3/21,44,4/5/22,na,na,na,12.94,5/20/22,STEME,na,na,102.7395161,0.46,-0.974986406,4109.580644,18.4,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,4,423,10/13/22,2.5,60,11/3/21,45,4/5/22,STEME,na,na,1.19,5/20/22,CHEAL,TRFPR,na,67.77580645,0,-1,2711.032258,0,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,4,427,10/20/22,3,60,11/10/21,25,4/5/22,STEME,na,na,3.39,5/20/22,STEME,MELAL,na,105.34,12.48,5.603174603,4213.6,499.2,297.97,855.93,11.8755,6.05,51,3.27,60
VT,2022,3,327,10/20/22,3,60,11/10/21,35,4/5/22,STEME,PLALA,na,5.12,5/20/22,STEME,bindweed,na,127.34,5.74,-0.644141352,5093.6,229.6,297.97,855.93,11.8755,6.05,51,3.27,60
VT,2022,1,128,10/20/22,3,60,11/10/21,20,4/5/22,na,na,na,1.17,5/20/22,CHEAL,STEME,na,77.93,0.47,-0.874331551,3117.2,18.8,297.97,855.93,11.8755,6.05,51,3.27,60
VT,2022,2,229,10/20/22,3,60,11/10/21,13,4/5/22,STEME,na,na,1.16,5/20/22,STEME,CHEAL,bindweed,68.21,2.68,-0.889847924,2728.4,107.2,297.97,855.93,11.8755,6.05,51,3.27,60
CT,2023,1,5,9/29/22,1,80,10/18/22,38,4/13/23,na,na,na,14.19,5/23/23,CYPES,STEME,VERAR,58,12.1,2.78125,2320,484,925.08,1493.70,15.8,6.23,87,3.86,90
CT,2023,2,21,10/13/22,2,80,11/3/22,65,4/13/23,STEME,na,na,25.75,5/23/23,STEME,CYPES,TRFPR,156.3,7.2,0.846153846,6252,288,768.56,1337.18,19.6,6.2,85,3.94,90
CT,2023,1,16,10/31/22,3,80,11/17/22,46,4/13/23,na,na,na,8.01,5/23/23,AMBEL,TRFPR,STEME,108,3.7,-0.699186992,4320,148,552.86,1121.48,29.05,6.02,85,3.76,90
CT,2023,3,42,10/31/22,3,80,11/17/22,42,4/13/23,na,na,na,5.64,5/24/23,TRFPR,VERSE,POLPE,75.4,3.1,-0.776978417,3016,124,552.86,1121.48,29.05,6.02,85,3.76,90
CT,2023,3,54,9/29/22,1,80,10/18/22,98,4/13/23,STEME,na,na,30.61,5/24/23,TRFPR,STEME,na,134.9,1.6,-0.85046729,5396,64,925.08,1493.70,15.8,6.23,87,3.86,90
CT,2023,1,8,10/13/22,2,80,11/3/22,44,4/13/23,STEME,na,na,19.82,5/23/23,STEME,TRFPR,AMBEL,129.3,1.6,-0.887323944,5172,64,768.56,1337.18,19.6,6.2,85,3.94,90
CT,2023,2,28,9/29/22,1,80,10/18/22,75,4/13/23,STEME,na,na,44.57,5/23/23,TRFPR,STEME,VERAR,179.3,2.7,-0.896946565,7172,108,925.08,1493.70,15.8,6.23,87,3.86,90
CT,2023,3,46,10/13/22,2,80,11/3/22,56,4/13/23,na,na,na,19.42,5/24/23,TRFPR,AMBEL,na,106.7,0.6,-0.94,4268,24,768.56,1337.18,19.6,6.2,85,3.94,90
CT,2023,2,32,10/31/22,3,80,11/17/22,70,4/13/23,na,na,na,16.57,5/23/23,TRFPR,na,na,119.5,0.4,-0.96039604,4780,16,552.86,1121.48,29.05,6.02,85,3.76,90
DE,2023,1,104,10/12/2022,1,80,12/8/22,66,4/4/23,VIORA,HLOUM,OEOLA,14.53,5/10/23,VIORA,OEOLA,na,59.6,6.8,-0.742424242,2384,272,1455.98,2125.50,1.5,6.57,207,1.32,90
DE,2023,1,109,10/31/2022,2,80,12/8/22,32,4/4/23,VIORA,VERHE,VICSA,10.71,5/10/23,VIORA,VICSA,na,25,13,-0.308510638,1000,520,1159.67,1829.20,1.55,6.7,221,1.24,90
DE,2023,1,115,11/17/2022,3,80,12/8/22,29,4/4/23,VIORA,VICSA,VERHE,9.51,5/10/23,VIORA,na,na,29.4,5.6,-0.837209302,1176,224,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,2,205,10/31/2022,2,80,12/8/22,49,4/4/23,VIORA,VERHE,na,14.28,5/10/23,VIORA,na,na,35,13.8,-0.536912752,1400,552,1159.67,1829.20,1.55,6.7,221,1.24,90
DE,2023,2,212,10/12/2022,1,80,12/8/22,67,4/4/23,VIORA,VICSA,CERFO,22.01,5/10/23,VIORA,STEME,na,80,8.6,-0.705479452,3200,344,1455.98,2125.50,1.5,6.57,207,1.32,90
DE,2023,2,220,11/17/2022,3,80,12/8/22,37,4/4/23,VIORA,na,na,10.71,5/10/23,VIORA,na,na,14.6,16,-0.338842975,584,640,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,3,303,11/17/2022,3,80,12/8/22,38,4/4/23,VIORA,na,na,21.66,5/10/23,VIORA,STEME,na,23.4,17.2,1.263157895,936,688,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,3,313,10/12/2022,1,80,12/8/22,51,4/4/23,VIORA,LAMAM,HLOUM,19.01,5/10/23,VIORA,STEME,na,72.4,8.6,-0.747058824,2896,344,1285.61,1948.46,1.5,6.57,207,1.32,90
DE,2023,3,315,10/31/2022,2,80,12/8/22,52,4/4/23,LAMAM,CERFO,HLOUM,11.02,5/10/23,CERFO,VIORA,na,37.6,3.2,-0.851851852,1504,128,1159.67,1829.20,1.55,6.7,221,1.24,90
DE,2023,4,407,10/12/2022,1,80,12/8/22,40,4/4/23,VIORA,LAMAM,HLOUM,17.36,5/10/23,VIORA,na,na,71,6.8,-0.725806452,2840,272,1455.98,2125.50,1.5,6.57,207,1.32,90
DE,2023,4,414,11/17/2022,3,80,12/8/22,38,4/4/23,VIORA,na,na,15.84,5/10/23,VIORA,na,na,24.8,21.8,-0.282894737,992,872,863.50,1533.03,1.7,6.68,202,1.3,90
DE,2023,4,417,10/31/2022,2,80,12/8/22,47,4/4/23,VIORA,APHAR,na,29.76,5/10/23,VIORA,na,na,60.2,11.2,-0.660606061,2408,448,1159.67,1829.20,1.55,6.7,221,1.24,90
MA,2023,1,101,9/21/2022,1,80,10/10/22,52,4/13/22,CAPBP,na,na,47.66,5/31/22,CAPBP,STEME,na,142.3,11.2,-0.577358491,5692,448,1150.70,1935.59,3.55,6.83,526,2.39,90
MA,2023,1,111,10/28/2022,3,80,11/17/22,49,4/13/22,na,na,na,19.15,5/31/22,CHEAL,STEME,na,60.9,0,-1,2436,0,603.18,1388.07,2.75,6.86,561,2.25,90
MA,2023,1,122,10/6/2022,2,80,10/27/22,44,4/13/22,CAPBP,na,na,45.39,5/31/22,CAPBP,STEME,MATMT,121.3,0.6,-0.949152542,4852,24,913.89,1698.78,3.05,7.01,547,2.24,90
MA,2023,2,202,10/6/2022,2,80,10/27/22,34,4/13/22,CAPBP,na,na,54.18,6/1/22,CAPBP,STEME,na,146.8,1.6,-0.915343915,5872,64,913.89,1698.78,3.05,7.01,547,2.24,90
MA,2023,2,215,9/21/2022,1,80,10/10/22,42,4/13/22,CAPBP,na,na,63.47,6/1/22,CAPBP,STEME,na,138.2,6.6,-0.639344262,5528,264,1150.70,1935.59,3.55,6.83,526,2.39,90
MA,2023,2,224,10/28/2022,3,80,11/17/22,39,4/13/22,na,na,na,11.79,6/1/22,CHEAL,STEME,na,42.2,0,-1,1688,0,603.18,1388.07,2.75,6.86,561,2.25,90
MA,2023,3,303,10/28/2022,3,80,11/17/22,46,4/13/22,na,na,na,14.13,6/1/22,CHEAL,STEME,na,48.9,0,-1,1956,0,603.18,1388.07,2.75,6.86,561,2.25,90
MA,2023,3,315,10/6/2022,2,80,10/27/22,30,4/13/22,na,na,na,64.52,6/1/22,STEME,CAPBP,na,184,1.2,-0.911764706,7360,48,913.89,1698.78,3.05,7.01,547,2.24,90
MA,2023,3,322,9/21/2022,1,80,10/10/22,53,4/13/22,CAPBP,na,na,63.74,6/1/22,CAPBP,STEME,na,217.9,2.8,-0.853403141,8716,112,1150.70,1935.59,3.55,6.83,526,2.39,90
NY,2023,1,302,10/25/22,3,80,11/16/22,73,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,na,na,76.8,0.9,0.8,3072,36,777.2196632,1062.167674,13.4,6.61,119,3.39,90
NY,2023,3,407,10/25/22,3,80,11/16/22,78,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,97.6,10.1,0.174418605,3904,404,777.2196632,1062.167674,13.4,6.61,119,3.39,90
NY,2023,2,306,9/30/22,1,80,10/19/22,58,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,157.7,19.7,-0.658578856,6308,788,1029.625464,1314.573475,27,6.6,15*,3.92,90
NY,2023,3,509,9/30/22,1,80,10/19/22,60,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,201.2,17.5,-0.749283668,8048,700,1029.625464,1314.573475,27,6.6,15*,3.92,90
NY,2023,2,304,10/25/22,3,80,11/16/22,70,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VER_sp,STEME,na,89.7,0.4,-0.8,3588,16,777.2196632,1062.167674,13.4,6.61,119,3.39,90
NY,2023,1,401,9/30/22,1,80,10/19/22,56,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,178.9,11.2,-0.849056604,7156,448,1029.625464,1314.573475,27,6.6,15*,3.92,90
NY,2023,2,505,10/12/22,2,80,10/31/22,39,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,na,na,89,1,-0.855072464,3560,40,901.3908129,1186.338824,19.15,6.5,121,3.35,90
NY,2023,3,108,10/12/22,2,80,10/31/22,51,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,STEME,na,129.3,1.6,-0.946308725,5172,64,901.3908129,1186.338824,19.15,6.5,121,3.35,90
NY,2023,1,203,10/12/22,2,80,10/31/22,41,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,STEME,na,122.6,2.3,-0.947845805,4904,92,901.3908129,1186.338824,19.15,6.5,121,3.35,90
PA,2023,3,318,10/10/22,1,80,11/1/22,56,4/11/23,POAAN,na,na,35.76,5/24/23,POATR,na,na,172,1.5,-0.375,6880,60,805.1613401,1429.905374,15.75,5.88,62,2.46,90
PA,2023,3,305,11/9/22,3,80,na,na,4/11/23,na,na,na,18.66,5/24/23,POLAV,STEME,na,161.7,0.3,-0.930232558,6468,12,460.964738,1085.708771,29.7,5.88,41,2.52,90
PA,2023,2,208,11/9/22,3,80,na,na,4/11/23,na,na,na,7.83,5/24/23,VERAR,CARHI,SETFA,85.8,0.06,-0.978571429,3432,2.4,460.964738,1085.708771,29.7,5.88,41,2.52,90
PA,2023,3,310,10/24/22,2,80,11/29/22,46,4/11/23,na,na,na,31.4,5/24/23,POLCO,na,na,237.9,0.04,-0.983333333,9516,1.6,679.8112328,1304.555266,29.6,5.83,39,2.53,90
PA,2023,1,115,11/9/22,3,80,na,na,4/11/23,CARHI,na,na,12.76,5/24/23,OXAST,CARHI,LAMAM,122.2,0.2,-0.984962406,4888,8,460.964738,1085.708771,29.7,5.88,41,2.52,90
PA,2023,1,103,10/24/22,2,80,11/29/22,47,4/11/23,POLAV,na,na,22.21,5/24/23,BROTE,AMBEL,TAROF,101.9,0.14,-0.989705882,4076,5.6,679.8112328,1304.555266,29.6,5.83,39,2.53,90
PA,2023,1,110,10/10/22,1,80,11/1/22,68,4/11/23,STEME,na,na,36.41,5/24/23,na,na,na,153.9,0,-1,6156,0,805.1613401,1429.905374,15.75,5.88,62,2.46,90
PA,2023,2,204,10/10/22,1,80,11/1/22,55,4/11/23,na,na,na,31.71,5/24/23,na,na,na,168.6,0,-1,6744,0,805.1613401,1429.905374,15.75,5.88,62,2.46,90
PA,2023,2,217,10/24/22,2,80,11/29/22,54,4/11/23,na,na,na,23.93,5/24/23,na,na,na,141.5,0,-1,5660,0,679.8112328,1304.555266,29.6,5.83,39,2.53,90
UMD,2023,3,314,10/24/22,1,80,11/5/22,50,3/28/23,POANN,VIORA,na,35.61,5/8/23,POANN,VERPE,na,139.6,3.2,-0.939962477,5584,128,1114.47,1858.45,9.5,6.61,46,2.17,90
UMD,2023,2,211,11/14/22,3,80,12/12/22,47,3/28/23,VERPE,POANN,VIORA,35.84,5/8/23,STEME,na,na,146,0.3,-0.943396226,5840,12,723.17,1467.14,9.25,6.3,44,1.98,90
UMD,2023,2,218,10/24/22,1,80,11/5/22,67,3/28/23,CAPBP,na,na,55.22,5/8/23,POANN,VERPE,na,160.3,1.7,-0.964285714,6412,68,1114.47,1858.45,9.5,6.61,46,2.17,90
UMD,2023,3,301,11/14/22,3,80,12/12/22,5,3/28/23,na,na,na,2.48,5/8/23,na,na,na,125.1,1,-0.964285714,5004,40,723.17,1467.14,9.25,6.3,44,1.98,90
